1.744600	1.061358	3.746158
2.495430	1.861971	6.240233
1.854708	0.279129	4.707429
2.449501	2.805469	3.542434
11.363860	2.344952	6.682061
10.262544	2.163067	5.049678
1.211579	3.464341	4.981819
11.340845	0.034502	3.708371
12.621139	0.468827	13.764859
3.943682	2.291475	4.856725
13.040073	0.519527	4.293903
0.003150	0.811545	5.217567
2.191198	2.969598	4.628898
0.702941	2.658188	5.746491
0.000527	1.558863	4.228658
14.741042	2.089025	5.445045
1.600118	2.052105	3.130540
11.833449	1.978219	5.134915
0.718326	1.169960	3.264245
2.271412	0.898982	5.610060
2.012132	2.019905	4.147613
3.017317	2.698335	5.499126
1.453919	1.781574	5.782578
12.573459	2.964554	6.527527
3.257450	1.490814	5.389992
2.690266	1.584080	3.423955
2.634951	0.395495	3.777268
3.585298	1.281199	4.172133
13.941379	0.347561	13.262867
3.232375	3.244106	4.426064
1.116120	0.712791	5.599021
0.653228	1.657178	5.093067
0.777580	0.761623	4.345451
2.966008	2.173153	4.460584
13.052072	13.988088	14.602043
10.799419	14.869343	4.958183
3.544602	2.374397	3.574516
1.331926	2.930767	3.911174
0.472631	1.519851	6.202705
0.414934	2.403114	3.400449
2.585864	1.138584	4.566451
1.834942	2.824128	5.763324
1.627417	1.090518	6.572101
1.585820	1.304723	4.819896
1.014970	1.838907	4.079326
0.348010	2.662979	4.567797
2.281402	1.990201	5.203174
10.836204	1.874734	3.472631
2.432123	3.707083	5.381125
1.347320	2.397588	4.898961
