1.125939	2.669421	9.946308
1.971260	2.961928	9.134566
2.879415	3.332096	9.547487
1.441453	3.516166	8.196482
7.115780	11.923854	7.220648
2.559309	3.319268	7.932979
7.506049	5.159978	11.747218
7.945318	3.952276	11.891951
7.378685	5.565590	12.860228
8.064952	11.644125	7.810611
2.307131	2.947352	11.141113
3.382026	3.706883	8.584343
2.216893	4.329263	9.919123
8.582296	5.652998	11.949802
8.665722	4.795129	13.732282
7.726366	13.044720	7.611085
7.429507	4.707308	13.732909
2.978511	3.824931	10.620018
9.044914	11.874947	7.236855
8.476221	5.838765	13.112593
3.928775	2.921423	9.358087
3.710003	4.011469	9.760071
1.919429	1.856202	9.186885
8.176087	12.489420	6.676207
2.010548	3.277274	10.138273
8.914328	13.113185	7.297449
2.981714	4.648664	9.111231
7.994606	11.330377	6.651382
0.902162	2.637580	8.801679
2.224621	2.219443	10.189287
3.117808	2.015323	9.537356
2.936489	2.563852	8.668028
1.890901	2.370629	8.165018
3.324196	2.757206	10.374231
8.202045	4.767517	12.664955
6.552498	12.816965	7.737276
1.288867	3.984024	10.501266
1.714337	4.872737	9.079413
7.077728	4.390055	12.662705
3.133216	4.960862	10.204894
7.076038	12.973620	6.632323
7.445965	12.342625	8.500695
11.163979	12.991978	1.167811
7.734859	5.789314	13.989845
9.306659	5.013254	12.735315
2.214312	3.944834	8.816616
1.204665	3.791001	9.354016
8.056036	3.789683	13.191288
8.665408	12.515217	8.262730
12.209933	12.351143	0.664907
